10,"<strong>Modeling and Performance Prediction of HDF5 data on Objectstorage</strong>, Roman Jerger (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, <a href=""/about/people/alumni/jakob_luettgau"" class=""wikilink1"" title=""about:people:alumni:jakob_luettgau"">Jakob Lüttgau</a>, 2018-03-15 ","b'\xf7\xb9\x12\xf2\x9eW\xb4\xb6[\xafV\x84\xf1\xf09\x9e\r\xfb8\xbb9\x87KQ~\x1a\xb0\xbc\x82\xd6\xd8\x8d'"
11,"<strong>Verarbeitung von Klimadaten mit Big-Data-Werkzeugen</strong>, Alexander Erhardt (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2017-07-31 ","b'\xd59\x15Z\xb9\xadL[\x8e\xf7H\xc3F\xda\xa7H\x9c\xb1\x06\xe6\xe8\xacH\xe7\x05\x04|K\xb8\x01\t.'"
12,"<strong>Interactive Recommender Systems For A Professional Social Network</strong>, Mirko Köster (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2017-06-09 ","b'\xfc\xe80$\x87V\\|\xfc%\xef\x00/C\xe6\xc0\xdaw\xd7\tB\x1d\xa7\xb2\x86\xa8w\xf1\x8a\x80\xe7\xef'"
13,"<strong>In-situ Transformation for Input/Output Access Patterns by Applying Building Blocks of Optimization Schemas</strong>, Daniel Schmidtke (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2017-04-19 ","b'\xcd\x05\xec\xb3 \xc9eoQ8\xb2VS&\xb9\x0f\xe7\x8f\r\xcf\xdc\xc01V\x88\x11\xf0O\xbb\x95\xc3I'"
14,"<strong>Extracting Semantic Relations from Wikipedia using Spark</strong>, Hans Ole Hatzel (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2017-02-02 ","b'\xbe{\x8e\xca\x11G\n\xb6\x8d\x0f\xf6\xbc\x1e\xcfT\xbaa\x91U6\xb2\xfe2\xa6\xa6\xdf\x8b}\x8d\r\x92\xf8'"
15,"<strong>Adaptive Selection of Lossy Compression Algorithms Using Machine Learning</strong>, Armin Schaare (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, <a href=""/about/people/externals/anastasiia_novikova"" class=""wikilink1"" title=""about:people:externals:anastasiia_novikova"">Anastasiia Novikova</a>, 2016-11-29 ","b'$\x1at9N\xe2\xcc\xc1\x04\x87\xb81\xdb\xb2\xd0\xd1<&\xa2\xa2\xdbQ\xc2\xf1\x04\xd0O5\x06)c\xb7'"
16,"<strong>Evaluation von alternativen Speicherszenarien für hierarchische Speichersysteme</strong>, Marc Perzborn (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-10-31 ","b""\xf3\xf46\xc4\x89`\xbc\x08\xfb\xe5\xd6\xdf\x8e\xdd=VW\xb3\x87\xa0\xb1@\xddG{\x91\x90\xbc\xd5'\x81\x80"""
17,"<strong>Quality Control of Meteorological Time-Series with the Aid of Data Mining</strong>, Jennifer Truong (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-10-30 ","b'\xce\x01\xf2 \x9b\xec&\xd1c)\xb8\x81DbX\x1c<zF5\x97TV/]\x06u\xba\tl&\xd7'"
18,"<strong>Characterizing Literature Using Machine Learning Methods</strong>, Jan Bilek (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-10-14 ","b'\x8a\xb6\r\x94\x14\x92\xf9?\xb2\xa2~\x8b\xe6\xdf\x85*\xf7l1G\x84\x1e\xae\x81n\xca\xab\xe6So\x10\xc3'"
19,"<strong>Untersuchung von Interaktiven Analyse- und Visualisierungsumgebungen im Browser für NetCDF-Daten</strong>, Sebastian Rothe (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-07-21 ","b'\xbd\xec3K\x85\xc8\xe4\xa8Z7kH\xf0\x01PZ\xd98\xe8\xce\xff\xc8\x10\x9aX\x83H\xc5\x1f\xbb\xc8*'"
20,"<strong>Automation of manual code optimization via DSL-directed AST-manipulation</strong>, Jonas Gresens (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-06-27 ","b'p\x8b\xf3j\xf8\x8c\xbc+\x1eL2d\x8a\xd5\x81\xdc\x85\xc9\xbb\x98\xd3$v\xbeD\x9d\x1ej\x9b\xeb\x023'"
21,"<strong>Modeling and Simulation of Tape Libraries for Hierarchical Storage Management Systems</strong>, Jakob Lüttgau (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2016-04-09 ","b'[K\xde\xbe\x852M#\xdd`\xdaU b\xe4X\xc8=\xcd\xe3\x8e,\x93\xa6\xcbF1\xe7X\x81\x12\x7f'"
22,"<strong>Vorhersage von E/A-Leistung im Hochleistungsrechnen unter der Verwendung von neuronalen Netzen</strong>, Jan Fabian Schmid (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2015-12-17 ","b'\x97Yk>\xe5\xcfh\x85d\x1d\x8e\x0bPmqf\xa6\xeb\x06\x02\xe5.\xa9\xaeK\x93\x7fxE!xN'"
23,"<strong>Automatisches Lernen der Leistungscharakteristika von Paralleler Ein-/Ausgabe</strong>, Eugen Betke (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2015-06-27 ","b'4Y\x03\xc3v\x9b\x08\xea\xb5\xf7}\xae\xaf7j\xc4\x0ch\x0b\xb5D\xad\x02KA\xd3\x8cn J\xe4\xb6'"
24,"<strong>Optimization of non-contiguous MPI-I/O Operations</strong>, Enno David Zickler (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2015-01-29 ","b'\x8e\xeat\x95\x01\x98\xbdR\xd1\xc9\x0b&\x13-\x8b\xae4\xc5\x1faW\xa0\x85\xec\xdct\\\x05\x83\x04\x80\x86'"
25,"<strong>Analyse und Optimierung von nicht-zusammenhängende Ein-/Ausgabe in MPI</strong>, Daniel Schmidtke (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, <a href=""/about/people/externals/michaela_zimmer"" class=""wikilink1"" title=""about:people:externals:michaela_zimmer"">Michaela Zimmer</a>, 2014-04-07 ","b'Vc@\x84\xc2\xf4\xa2\xf3\xbb\x89I\x91\x1cA\x9d\x90\xdd\xb6\x89F\xc7\xc4\x04O\xad\xb4\xfa&h\\\xce\xca'"
26,"<strong>Automatic Analysis of a Supercomputer&#039;s Topology and Performance Characteristics</strong>, Alexander Bufe (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2014-03-18 ","b""2'\xe7\xc2\x9f\xd3\x89\xe3\x90S\xec\xe3\xfd\xd1n\x06\x14\xbc-\xcf\x8f\x85N4\xd5\xaaL\xe6\xcb\xa8\xa2B"""
27,"<strong>Flexible Event Imitation Engine for Parallel Workloads</strong>, Jakob Lüttgau (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2014-03-18 ","b'\xf1\x02\xe6X\xce\xc1\xbe\xd0\x00)\x1d\xa4\x96\xa3g(\xdf\x82\x84R?\xce\x0b\xb4\x9e\xc3s.h\x03\xa3N'"
28,"<strong>Simulation of Parallel Programs on Application and System Level</strong>, Julian Kunkel (PhD Thesis), Advisors: Thomas Ludwig, 2013-07-30 ","b'@a\xcd&\x98\xd0|\x92\xb2\xba\xa0\xc2\x87a\xd1\xfc\x86\xc8\x8b\xb1\xa7\xdb\xe2\xe5\x17\x06v\xc5\x95\xe8\xf1\xaa'"
29,"<strong>Replay Engine for Application Specific Workloads</strong>, Jörn Ahlers (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, 2012-04-12 ","b'(s\x02tB8\x80L\x0e\x89\xec\xc5\xefM\xdf\x8d\xf4\x13\xb0\xce\x9f#\xf3+\x95[\xc7\xa2\xbe\xc0 \xb1'"
30,"<strong>Crossmedia File System MetaFS – Exploiting Performance Characteristics from Flash Storage and HDD</strong>, Leszek Kattinger (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, Olga Mordvinova, 2010-03-23 ","b'c\x15S\xf1;\xf1\x0f0\x98\xe7(\x1fdx\x8dm\xfe\xdf`\xfc5\x18A\xa3M;3\xa4^\xbd\xd5?'"
31,"<strong>Tracing Internal Behavior in PVFS</strong>, Tien Duc Tien (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, Thomas Ludwig, 2009-10-05 ","b'\x9a;\xb6\xa0!\x0fN3\x92Pt\x87\x8b\x9d\xc1\xf0\xd56Cda\xde\x00$=\xb6\xb2Q!\x10&\x0b'"
32,"<strong>Design and Implementation of a Profiling Environment for Trace Based Analysis of Energy Efficiency Benchmarks in High Performance Computing</strong>, Stephan Krempel (Master&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, Thomas Ludwig, 2009-08-31 ","b'\xc0\x1a\x7f\x95>B\xb1\xb2kF\xa6\x03\x18 \xc3\xb5SZP\xf9N!\xba\xe2\x14\xf5\x14\x19X\x07U['"
33,"<strong>Container-Archiv-Format für wahlfreien effizienten Zugriff auf Dateien</strong>, Hendrik Heinrich (Bachelor&#039;s Thesis), Advisors: <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Dr. Julian Kunkel</a>, Thomas Ludwig, 2007-09-30 ","b'\xec\xf5\xfc\xb5\xfdQr_\x0b\x01*/[25\xb8!i\xbe\xfc\xc5\x0bo\xe4cB\xcf\xca\xfco\x0fs'"
34,"<strong>Interaktiver C-Programmierkurs, ICP</strong> (<a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, <a href=""/about/people/alumni/jakob_luettgau"" class=""wikilink1"" title=""about:people:alumni:jakob_luettgau"">Jakob Lüttgau</a>), 2016-11-16<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=ICIKL16"" class=""wikilink1"" title=""bibtex"">BibTeX</a> <a href=""https://uhh.de/cp3i1"" class=""urlextern"" title=""https://uhh.de/cp3i1"" rel=""nofollow"">URL</a><br/><strong>Abstract</strong>: <em> Programmiersprachen bilden die Basis für die automatisierte Datenverarbeitung in der digitalen Welt. Obwohl die Grundkonzepte einfach zu verstehen sind, beherrscht nur ein geringer Anteil von Personen diese Werkzeuge. Die Gründe hierfür sind Defizite in der Ausbildung und die hohe Einstiegshürde bei der Bereitstellung einer produktiven Programmierumgebung. Insbesondere erfordert das Erlernen einer Programmiersprache die praktische Anwendung der Sprache, vergleichbar mit dem Erlernen einer Fremdsprache. Ziel des Projekts ist die Erstellung eines interaktiven Kurses für die Lehre der Programmiersprache C. Die Interaktivität und das angebotene automatische Feedback sind an den Bedürfnissen der Teilnehmerinnen und Teilnehmer orientiert und bieten die Möglichkeit, autodidaktisch Kenntnisse auf- und auszubauen. Die Lektionen beinhalten sowohl die Einführung in spezifische Teilthemen als auch anspruchsvollere Aufgaben, welche die akademischen Problemlösefähigkeiten fördern. Damit werden unterschiedliche akademische Zielgruppen bedient und aus verschieden Bereichen der Zivilgesellschaft an die Informatik herangeführt. Der in diesem Projekt entwickelte Programmierkurs und die Plattform zur Programmierung können weltweit frei genutzt werden, und der Quellcode bzw. die Lektionen stehen unter Open-Source-Lizenzen und können deshalb beliebig auf die individuellen Bedürfnisse angepasst werden. Dies ermöglicht insbesondere das Mitmachen und Besteuern von neuen Lektionen zur Plattform. </em>","b'\xec\xf0\xb6?\xear,L\xc4\xe0\x91^\x7fh$g\xc6\xc4\xf1\xa9dv[\xfe\xdf%a\xf2\xccy\xf8$'"
35,"<strong>Interaktiver C-Programmierkurs, ICP</strong> (<a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, <a href=""/about/people/alumni/jakob_luettgau"" class=""wikilink1"" title=""about:people:alumni:jakob_luettgau"">Jakob Lüttgau</a>), 2017-04-10<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=ICIKL17"" class=""wikilink1"" title=""bibtex"">BibTeX</a> <a href=""https://www.synergie.uni-hamburg.de/media/sonderbaende/hoou-content-projekte-2015-2016.pdf"" class=""urlextern"" title=""https://www.synergie.uni-hamburg.de/media/sonderbaende/hoou-content-projekte-2015-2016.pdf"" rel=""nofollow"">URL</a><br/><strong>Abstract</strong>: <em> Programmiersprachen bilden die Basis für die automatisierte Datenverarbeitung in der digitalen Welt. Obwohl die Grundkonzepte einfach zu verstehen sind, beherrscht nur ein geringer Anteil von Personen diese Werkzeuge. Die Gründe hierfür sind Defizite in der Ausbildung und die hohe Einstiegshürde bei der Bereitstellung einer produktiven Programmierumgebung. Insbesondere erfordert das Erlernen einer Programmiersprache die praktische Anwendung der Sprache, vergleichbar mit dem Erlernen einer Fremdsprache. Ziel des Projekts ist die Erstellung eines interaktiven Kurses für die Lehre der Programmiersprache C. Die Interaktivität und das angebotene automatische Feedback sind an den Bedürfnissen der Teilnehmerinnen und Teilnehmer orientiert und bieten die Möglichkeit, autodidaktisch Kenntnisse auf- und auszubauen. Die Lektionen beinhalten sowohl die Einführung in spezifische Teilthemen als auch anspruchsvollere Aufgaben, welche die akademischen Problemlösefähigkeiten fördern. Damit werden unterschiedliche akademische Zielgruppen bedient und aus verschieden Bereichen der Zivilgesellschaft an die Informatik herangeführt. Der in diesem Projekt entwickelte Programmierkurs und die Plattform zur Programmierung können weltweit frei genutzt werden, und der Quellcode bzw. die Lektionen stehen unter Open-Source-Lizenzen und können deshalb beliebig auf die individuellen Bedürfnisse angepasst werden. Dies ermöglicht insbesondere das Mitmachen und Besteuern von neuen Lektionen zur Plattform. </em>","b'\xce\xd3\xbcL\xdbD""\x14\xac\xef\xfb\x13\x968\xe6\x85\xfeb\x86\xfc\xf3\x90\x82h\x19\\\x9dQ\x16l\xc6\x0b'"
36,"<strong>Tool Environments to Measure Power Consumption and Computational Performance</strong> (Timo Minartz, Daniel Molka, <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, Michael Knobloch, Michael Kuhn, Thomas Ludwig), 2012<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=TETMPCACPM12"" class=""wikilink1"" title=""bibtex"">BibTeX</a><br/><strong>Abstract</strong>: <em>  </em>","b'4Y\x82-nQ\xc8\xec\xees\xdbk\xab\x16\xfb\x16\x8aX\x04\x97N\xc9\xf1\xcdf\xd6\x18R\x905P\xbe'"
37,"<strong>Interference of Billing and Scheduling Strategies for Energy and Cost Savings in Modern Data Centers</strong> (<a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, Hayk Shoukourian, Reza Heidari, Torsten Wilde), 2019-04-19<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=IOBASSFEAC19"" class=""wikilink1"" title=""bibtex"">BibTeX</a> <a href=""https://doi.org/10.1016/j.suscom.2019.04.003"" class=""urlextern"" title=""https://doi.org/10.1016/j.suscom.2019.04.003"" rel=""nofollow"">DOI</a> <a href=""/_media/research/publications/2019/dliobassfeac19-interference_of_billing_and_scheduling_strategies_for_energy_and_cost_savings_in_modern_data_centers.pdf"" class=""media mediafile mf_pdf"" title=""research:publications:2019:dliobassfeac19-interference_of_billing_and_scheduling_strategies_for_energy_and_cost_savings_in_modern_data_centers.pdf (2.5 MB)""> PDF </a><br/><strong>Abstract</strong>: <em> The high energy consumption of HPC systems is an obstacle for ever-growing systems. Unfortunately, energy consumption does not decrease linearly with reduced workload; therefore, energy conservation techniques have been deployed on various levels which steer the overall system. While the overall saving of energy is useful, the price of energy is not necessarily proportional to the consumption. Particularly with renewable energies, there are occasions in which the price is significantly lower. The potential of saving energy costs when using smart contracts with energy providers is lacking research. In this paper, we conduct an analysis of the potential savings when applying cost-aware schedulers to data center workloads while considering power contracts that allow for dynamic (hourly) pricing. The contributions of this paper are twofold: 1) the theoretic assessment of cost savings; 2) the development of a simulator to replay batch scheduler traces which supports flexible energy cost models and various cost-aware scheduling algorithms. This allows to approximate the energy costs savings of data centers for various scenarios including off-peak and hourly budgeted energy prices as provided by the energy spot market. An evaluation is conducted with four annual job traces from the German Climate Computing Center (DKRZ) and Leibniz Supercomputing Centre (LRZ). The theoretic analysis indicates a cost savings for 4-8% when shutting down unused client nodes, and 6-20% with hourly cost models and optimal scheduling. The experimental validation of a practicable scheduler increases the accuracy against the theoretical best case analysis. As expected, a cost-efficient scheduling algorithm that is fed with the information about future energy costs shifts the jobs to the timeslots where the job execution is cheaper and reduces the energy expenditure, yet increases the waiting times of pending jobs. However, the expected savings for this effort are not justifiable compared to the simple strategy of turning off the unused nodes. Additionally, we compare the cost savings to the total costs of ownership showing that smaller systems with on-demand provisioning yield better cost efficiency. </em>","b'\xe9\x10\xc8\xaec\xc0s\xc3\xc32\xa3?hJ\xf1\xe4q\xaeE\x1f\xcf\x88\xebV\xb5\xbe.\x005p\xe0V'"
38,"<strong>Towards an HPC Certification Program</strong> (<a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, Kai Himstedt, <a href=""/about/people/externals/nathanael_huebbe"" class=""wikilink1"" title=""about:people:externals:nathanael_huebbe"">Nathanael Hübbe</a>, Hinnerk Stüben, Sandra Schröder, Michael Kuhn, Matthias Riebisch, Stephan Olbrich, Thomas Ludwig, Weronika Filinger, Jean-Thomas Acquaviva, <a href=""/about/people/externals/anja_gerbes"" class=""wikilink1"" title=""about:people:externals:anja_gerbes"">Anja Gerbes</a>, Lev Lafayette), 2019-01-11<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=TAHCPKHHSS19"" class=""wikilink1"" title=""bibtex"">BibTeX</a> <a href=""http://www.jocse.org/articles/10/1/14/"" class=""urlextern"" title=""http://www.jocse.org/articles/10/1/14/"" rel=""nofollow"">URL</a> <a href=""https://doi.org/10.22369/issn.2153-4136/10/1/14"" class=""urlextern"" title=""https://doi.org/10.22369/issn.2153-4136/10/1/14"" rel=""nofollow"">DOI</a><br/><strong>Abstract</strong>: <em> The HPC community has always considered the training of new and existing HPC practitioners to be of high importance to its growth. This diversification of HPC practitioners challenges the traditional training approaches, which are not able to satisfy the specific needs of users, often coming from non-traditionally HPC disciplines, and only interested in learning a particular set of competences. Challenges for HPC centres are to identify and overcome the gaps in users’ knowledge, while users struggle to identify relevant skills. We have developed a first version of an HPC certification program that would clearly categorize, define, and examine competences. Making clear what skills are required of or recommended for a competent HPC user would benefit both the HPC service providers and practitioners. Moreover, it would allow centres to bundle together skills that are most beneficial for specific user roles and scientific domains. From the perspective of content providers, existing training material can be mapped to competences allowing users to quickly identify and learn the skills they require. Finally, the certificates recognized by the whole HPC community simplify inter-comparison of independently offered courses and provide additional incentive for participation. </em>","b'\xf9v\xaf\x8a^/\x97v\x19\xe8P{\xafk\xf3\xc7\xf2\x9b\xd0T\xd3\xe8\xc5\xa0\xa8\x93\xb0\x14K\xc2\x11\x1d'"
39,"<strong>A Similarity Study of I/O Traces via String Kernels</strong> (<a href=""/about/people/alumni/raul_torres"" class=""wikilink1"" title=""about:people:alumni:raul_torres"">Raul Torres</a>, <a href=""/about/people/julian_kunkel"" class=""wikilink1"" title=""about:people:julian_kunkel"">Julian Kunkel</a>, Manuel F. Dolz, Thomas Ludwig), 2018-07-03<br/> <a href=""/bibtex?bibtex_source=publications&amp;bibtex_key=ASSOITVSKT18"" class=""wikilink1"" title=""bibtex"">BibTeX</a> <a href=""https://doi.org/10.1007/s11227-018-2471-x"" class=""urlextern"" title=""https://doi.org/10.1007/s11227-018-2471-x"" rel=""nofollow"">DOI</a><br/><strong>Abstract</strong>: <em> Understanding I/O for data-intense applications is the foundation for the optimization of these applications. The classification of the applications according to the expressed I/O access pattern eases the analysis. An access pattern can be seen as fingerprint of an application. In this paper, we address the classification of traces. Firstly, we convert them first into a weighted string representation. Due to the fact that string objects can be easily compared using kernel methods, we explore their use for fingerprinting I/O patterns. To improve accuracy, we propose a novel string kernel function called kast2 spectrum kernel. The similarity matrices, obtained after applying the mentioned kernel over a set of examples from a real application, were analyzed using kernel principal component analysis and hierarchical clustering. The evaluation showed that two out of four I/O access pattern groups were completely identified, while the other two groups conformed a single cluster due to the intrinsic similarity of their members. The proposed strategy can be promisingly applied to other similarity problems involving tree-like structured data. </em>","b'\xc29\xb4_\xc5\xb8\xe9_\x1f\xa8\x97U\xaa\xa6$\x11\xa7\x82\xa3R\xfe\x0f\x91#\xa3\x80W~_|_\xa2'"
